uniprot.id	protein.names	Protein.IDs	Gene.names.SINGLE	logP	q.value
P53701	Cytochrome c-type heme lyase	P53701	HCCS	2.655070973	0.009220565
P53985	Monocarboxylate transporter 1	P53985;Q5T8R5;P53985-2;Q5T8R3	SLC16A1	3.892747337	0.000936188
P54886-2	Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase	P54886-2;P54886	ALDH18A1	3.371377409	0.002473935
P55056	Apolipoprotein C-IV	P55056	APOC4	5.870489002	2.55e-05
P55060-4	Exportin-2	P55060-4;P55060-3;P55060	CSE1L	6.855977706	4.45e-06
P55084-2	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	P55084-2;P55084;B5MD38;F5GZQ3;C9K0M0;C9JEY0;C9JE81	HADHB	5.175433778	8.62e-05
P55160	Nck-associated protein 1-like	P55160;P55160-2;F8W050	NCKAP1L	2.207941617	0.021529654
P55268	Laminin subunit beta-2	P55268	LAMB2	6.479926493	8.62e-06
P55884	Eukaryotic translation initiation factor 3 subunit B	P55884;P55884-2;C9JZG1;C9JQN7	EIF3B	1.493391371	0.081318561
P60903	Protein S100-A10	P60903	S100A10	8.111279025	5.38e-07
P61163	Alpha-centractin	P61163;R4GMT0;A0A1B0GVS3	ACTR1A	4.046349868	0.000718065
P61604	10 kDa heat shock protein, mitochondrial	P61604;B8ZZL8;S4R3N1;B8ZZ54	HSPE1	3.2176998	0.003285236
P61626	Lysozyme C;Lysozyme	P61626;F8VV32;A0A0B4J259	LYZ	5.142479031	8.92e-05
P61758	Prefoldin subunit 3	P61758	VBP1	6.984275035	3.56e-06
P61769	Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3	P61769;F5H6I0;H0YLF3	B2M	1.101341841	0.161118374
P62191-2	26S protease regulatory subunit 4	P62191-2;P62191	PSMC1	2.056669806	0.028430379
P62263	40S ribosomal protein S14	P62263;H0YB22;E5RH77	RPS14	6.808899228	4.74e-06
P62269	40S ribosomal protein S18	P62269;J3JS69;A0A0G2JQH2;Q5GGW2	RPS18	2.06411809	0.028054584
P62424	60S ribosomal protein L7a	P62424;Q5T8U3;Q5T8U2	RPL7A	1.471713174	0.084423896
P62834	Ras-related protein Rap-1A	P62834;A0A075B6Q0	RAP1A	1.132604806	0.153530162
P62851	40S ribosomal protein S25	P62851	RPS25	1.769514211	0.048602242
P63010	AP-2 complex subunit beta	P63010;P63010-2;A0A087X253;P63010-3;A0A087WU93;A0A087WZQ6;A0A087WYD1;K7EN71;K7ERB2;K7EJX1;K7EJ01	AP2B1	5.988058828	2.08e-05
P63151	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	P63151;P63151-2;A0A1W2PQI2;E5RIY1;Q00005-6;Q00005;Q00005-2;Q00005-3;Q66LE6;Q00005-4;Q00005-5;Q00005-7;H0YB06;E5RFR9	PPP2R2A	0.582944381	0.398365771
P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	P63218	GNG5	0.008119056	0.992160798
P63313	Thymosin beta-10	P63313	TMSB10	0.223532295	0.711819966
P68871	Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin	P68871;F8W6P5;A0A0J9YWK4	HBB	3.756334519	0.001232184
P78324-4	Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3	P78324-4;P78324;P78324-2;Q5TFQ8;H3BUA5;H3BRP9;H3BV43;H3BML4;H9KV29;Q9P1W8-3;O00241-2;O00241;H3BTT9;H3BQ21	SIRPA	3.271064487	0.002974277
X6R8F3	Neutrophil gelatinase-associated lipocalin	X6R8F3;P80188;P80188-2	LCN2	3.616939691	0.001599012
P80511	Protein S100-A12;Calcitermin	P80511	S100A12	5.569222151	4.31e-05
P80723	Brain acid soluble protein 1	P80723;P80723-2;U3KQP0	BASP1	3.231466924	0.003199606
Q00765	Receptor expression-enhancing protein 5;Receptor expression-enhancing protein	Q00765;E2QRG8	REEP5	1.710412923	0.054489903
Q01650	Large neutral amino acids transporter small subunit 1	Q01650;H0YJ95;A0A0C4DGL4;G3V4Z6;Q9UM01;Q92536	SLC7A5	2.536144575	0.011493821
Q01970	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	Q01970;Q01970-2	PLCB3	7.477947973	1.58e-06
Q02161	Blood group Rh(D) polypeptide	Q02161;E7EVW1;H3BT10;Q02161-3;Q02161-2;Q02161-6;Q02161-5;Q02161-4	RHD	2.613102811	0.010008953
Q04656-5	Copper-transporting ATPase 1	Q04656-5;Q04656;Q04656-2;Q04656-3;Q04656-4	ATP7A	8.902819389	1.52e-07
Q05209	Tyrosine-protein phosphatase non-receptor type 12	Q05209;Q05209-2;Q05209-3;H3BM04;H0YC15;F8WB51;H0YB59;C9J1X8	PTPN12	0.27756451	0.651117065
Q06124-2	Tyrosine-protein phosphatase non-receptor type 11	Q06124-2;Q06124;Q06124-3;A0A1W2PPU4	PTPN11	5.805548484	2.84e-05
Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial	Q07021;I3L3Q7;I3L3B0	C1QBP	3.135869765	0.003772815
Q5QP56	Bcl-2-like protein 1	Q5QP56;Q9H1R6;Q5TE64;Q07817-3;Q07817	BCL2L1	2.378305324	0.015584604
Q08495	Dematin	Q08495;Q08495-4;E5RGQ0;E5RFK4;E5RJC0;E5RGQ7;E5RJ61;A0A087WT94;E5RFK6;A0A087WUC0	DMTN	2.769582995	0.007352666
Q08495-2	Dematin	Q08495-2;Q08495-3	DMTN	2.55373724	0.011172343
Q12907	Vesicular integral-membrane protein VIP36	Q12907;D6RBV2;D6RDX1;D6RIU4;D6RBH1	LMAN2	2.870394001	0.006044911
Q12931	Heat shock protein 75 kDa, mitochondrial	Q12931;Q12931-2;I3L239;I3L0K7	TRAP1	4.012622659	0.000762429
Q13011	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	Q13011;M0R248;M0QZW4;M0R076;M0QYT0	ECH1	3.855413477	0.001004098
Q13043	Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit	Q13043;F5H5B4;Q13043-2;A0A087WVN8;Q13188;Q13188-2	STK4	0.589029094	0.39554524
Q13045-2	Protein flightless-1 homolog	Q13045-2;Q13045-3;Q13045;J3KS54;J3QQQ2;K7EP37;K7EP27	FLII	2.364029646	0.016016103
Q13158	FAS-associated death domain protein	Q13158	FADD	0.200666601	0.73965349
Q13162	Peroxiredoxin-4	Q13162;H7C3T4;A6NJJ0;A6NG45	PRDX4	7.358496452	1.9e-06
Q13200	26S proteasome non-ATPase regulatory subunit 2	Q13200;Q13200-3;Q13200-2;H7C1H2;C9JPC0;H7C2Q3	PSMD2	3.049870455	0.004391929
X6R9L0	DnaJ homolog subfamily C member 3	X6R9L0;Q13217	DNAJC3	3.454249156	0.002125662
Q13336-2	Urea transporter 1	Q13336-2;Q13336;K7ELI3;K7EQM7;E9NSU1;K7EKN6;M0QYS8;F5GWS2;B3KXJ3;B4DFJ8;K7ESL3;M0QX00;K7EJF6	SLC14A1	3.022107065	0.004610912
Q13362-4	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	Q13362-4;H0YN58;H0YN84;G3V292;H0YK26;H0YJ49;H7C5Q9;H0Y8C4;H0YJ75;E9PFR3;Q13362-2;Q13362-3;Q14738-3;Q13362;Q13362-5;Q14738-2;Q14738	PPP2R5C	0.733994657	0.31225041
Q13393-2	Phospholipase D1	Q13393-2;Q13393;F8WBV7;C9IY79;Q13393-3;Q13393-4	PLD1	0.040675354	0.950797675
Q13423	NAD(P) transhydrogenase, mitochondrial	Q13423;E9PCX7;D6RHU2;D6RAI5	NNT	4.109234979	0.00063216
Q13488-2	V-type proton ATPase 116 kDa subunit a isoform 3	Q13488-2	TCIRG1	3.13220437	0.003794044
Q13546-2	Receptor-interacting serine/threonine-protein kinase 1	Q13546-2;Q13546	RIPK1	1.136811836	0.152224258
Q13561	Dynactin subunit 2	Q13561;Q13561-3;Q13561-2;H0YI98;F8W1I6;H0YHL1;F8VX93;F8VRV7;F8VW18	DCTN2	2.234487665	0.020567077
Q13637	Ras-related protein Rab-32	Q13637	RAB32	2.789897977	0.00706701
Q5JXI8	Four and a half LIM domains protein 1	Q5JXI8;Q13642-1;Q13642-5;Q13642-4;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q13642-3;Q13642;A0A0D9SG53;A0A0D9SGB2;Q5JXI0;A0A0D9SGD1	FHL1	5.250484871	7.75e-05
Q13885	Tubulin beta-2A chain;Tubulin beta-2B chain	Q13885;Q9BVA1	TUBB2A	3.060139291	0.004349211
Q13976-3	cGMP-dependent protein kinase 1	Q13976-3;A0A0A0MSB3;Q13976;Q13976-2	PRKG1	1.971519239	0.03346683
Q14012	Calcium/calmodulin-dependent protein kinase type 1	Q14012;C9JES6;H7C071	CAMK1	1.792660412	0.046444304
Q14152-2	Eukaryotic translation initiation factor 3 subunit A	Q14152-2;Q14152	EIF3A	0.777352392	0.289579794
Q14165	Malectin	Q14165	MLEC	0.761923095	0.297222023
Q14204	Cytoplasmic dynein 1 heavy chain 1	Q14204	DYNC1H1	3.164752432	0.003560324
Q14289-2	Protein-tyrosine kinase 2-beta	Q14289-2;Q14289;E9PEI4;H0YB16;H0YBZ1;H0YBP1;E7ESA6;Q05397-4;Q05397-3;Q05397-2;Q05397-7;Q05397;Q05397-5	PTK2B	0.627886581	0.372366742
Q14315-2	Filamin-C	Q14315-2;Q14315	FLNC	0.237668861	0.697840161
Q14392	Leucine-rich repeat-containing protein 32	Q14392;C9JYU3	LRRC32	2.9269558	0.005454526
Q14558	Phosphoribosyl pyrophosphate synthase-associated protein 1	Q14558;Q14558-2;B4DP31;C9J168;C9JNQ3;C9JUN4;C9JKT9	PRPSAP1	1.177994503	0.140972023
Q14571	Inositol 1,4,5-trisphosphate receptor type 2	Q14571;Q14571-2	ITPR2	4.157634889	0.000575774
Q14677	Clathrin interactor 1	Q14677;Q14677-2;Q14677-3;H0YDU9;H0YD52	CLINT1	0.201056452	0.739629235
Q14764	Major vault protein	Q14764;H3BQK6;H3BRL2;H3BUK7;H3BNF6;H3BP76;I3L155;H3BPZ2;H3BNF2;H3BUP3;H3BQE7	MVP	3.342198363	0.002612476
Q14773-2	Intercellular adhesion molecule 4	Q14773-2;Q14773;Q14773-3	ICAM4	4.816304835	0.000165827
Q15149-7	Plectin	Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-4;Q15149-6;Q15149-3;Q15149-2;Q15149;E9PIA2;E9PKG0;H0YDN1;E9PMV1;A0A075B730;A0A087X1U6;P58107	PLEC	1.828261983	0.043337452
Q15582	Transforming growth factor-beta-induced protein ig-h3	Q15582;H0Y8L3;S4R3C6;H0Y9D7	TGFBI	3.481257169	0.002038125
Q15722	Leukotriene B4 receptor 1	Q15722;G3V4Q5	LTB4R	2.216132114	0.021208372
Q15848	Adiponectin	Q15848	ADIPOQ	1.762240753	0.049277706
Q16254	Transcription factor E2F4	Q16254	E2F4	3.021335244	0.004610912
Q16531-2	DNA damage-binding protein 1	Q16531-2;Q16531;F5GY55	DDB1	1.521411019	0.076987272
Q16585-2	Beta-sarcoglycan	Q16585-2;Q16585	SGCB	4.172747103	0.000563771
Q16698-2	2,4-dienoyl-CoA reductase, mitochondrial	Q16698-2;Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3	DECR1	4.915901656	0.000135588
Q16762	Thiosulfate sulfurtransferase	Q16762;B1AH48	TST	7.118493729	2.72e-06
Q16891-2	MICOS complex subunit MIC60	Q16891-2;Q16891;B9A067;Q16891-4;C9J406;Q16891-3;H7C463;A0A087WYS0;D6RAW4	IMMT	6.751741477	5.12e-06
Q2TAL8	Glutamine-rich protein 1	Q2TAL8	QRICH1	0.597917671	0.390604745
Q32MZ4-3	Leucine-rich repeat flightless-interacting protein 1	Q32MZ4-3;Q32MZ4-2;Q32MZ4;Q32MZ4-4;C9JSU1;Q9Y608-2;Q9Y608-4	LRRFIP1	1.292846065	0.113842984
Q4KMP7	TBC1 domain family member 10B	Q4KMP7;Q4KMP7-2;H3BSE1	TBC1D10B	0.021484013	0.973656866
Q53GL0	Pleckstrin homology domain-containing family O member 1	Q53GL0;Q53GL0-2;Q5T4P9	PLEKHO1	0.085852457	0.889504618
Q53GQ0	Very-long-chain 3-oxoacyl-CoA reductase	Q53GQ0;E9PI21;A0A1B0GVY6;A0A1B0GV93	HSD17B12	5.138850133	8.93e-05
Q53TS8-2	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 11 protein	Q53TS8-2;Q53TS8-3;Q53TS8;Q53TS8-4	ALS2CR11	1.956691316	0.034451313
Q562R1	Beta-actin-like protein 2	Q562R1	ACTBL2	1.81284951	0.044475402
Q56NI9-2		Q56NI9-2		1.928348802	0.036309321
Q58FF8	Putative heat shock protein HSP 90-beta 2	Q58FF8	HSP90AB2P	2.33514366	0.016868083
Q5H907	Melanoma-associated antigen D2	Q5H907;Q5H909;Q9UNF1-2;Q9UNF1	MAGED2	2.348579387	0.016393021
Q5JPT2	SH3 domain-containing kinase-binding protein 1	Q5JPT2;Q96B97-3;Q96B97-2;Q96B97	SH3KBP1	0.303325883	0.62808555
Q5JSP0-2	FYVE, RhoGEF and PH domain-containing protein 3	Q5JSP0-2;Q5JSP0-3;Q5JSP0	FGD3	0.148348221	0.805092767
Q5QGZ9-4	C-type lectin domain family 12 member A	Q5QGZ9-4;Q5QGZ9;Q5QGZ9-1;Q5QGZ9-5	CLEC12A	5.633233247	3.89e-05
Q5SZK5	Wiskott-Aldrich syndrome protein family member 1	Q5SZK5;Q92558	WASF1	8.167577667	4.95e-07
Q5T3F8	CSC1-like protein 2	Q5T3F8;Q5T3F8-2;Q5T3F8-3;H3BLW6;E9PNG1;H0YCP6	TMEM63B	2.833417522	0.006486273
Q5T4S7-3	E3 ubiquitin-protein ligase UBR4	Q5T4S7-3;Q5T4S7-4;Q5T4S7;Q5T4S7-2;X6R960;X6RE05;A0A0A0MSW0;Q5T4S7-5;Q5TBN9	UBR4	5.555486753	4.32e-05
Q5T7F5	Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1	Q5T7F5;Q8N1G2	CMTR1	5.679522318	3.59e-05
Q5TB53	Transmembrane 9 superfamily member 3	Q5TB53;Q9HD45	TM9SF3	6.721907802	5.31e-06
Q5W111-2	SPRY domain-containing protein 7	Q5W111-2;Q5W111	SPRYD7	0.218701233	0.717904305
Q68DH5	LMBR1 domain-containing protein 2	Q68DH5	LMBRD2	5.665046526	3.68e-05
Q6EMK4	Vasorin	Q6EMK4	VASN	2.145658252	0.023848389
Q6IAA8	Ragulator complex protein LAMTOR1	Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479	LAMTOR1	1.736953794	0.05189735
Q6NUQ1	RAD50-interacting protein 1	Q6NUQ1	RINT1	1.965518595	0.033816044
Q6P0N0	Mis18-binding protein 1	Q6P0N0	MIS18BP1	3.088286626	0.004139319
Q6PJW8-2	Consortin	Q6PJW8-2;Q6PJW8	CNST	2.64122474	0.009454369
Q6UX06	Olfactomedin-4	Q6UX06	OLFM4	4.237907623	0.000501398
Q6UX27-2	V-set and transmembrane domain-containing protein 1	Q6UX27-2;Q6UX27;H7C340;G8JLN4;Q6UX27-3;A0A0G2JPS7;D2DJS5	VSTM1	3.678345749	0.00144118
Q6UX71	Plexin domain-containing protein 2	Q6UX71;Q6UX71-2	PLXDC2	3.247825658	0.003109255
Q6UXB8	Peptidase inhibitor 16	Q6UXB8;Q6UXB8-2	PI16	0.434375321	0.505878986
Q6YHK3	CD109 antigen	Q6YHK3;Q6YHK3-2;Q6YHK3-4;Q6YHK3-3	CD109	2.463076543	0.013254772
Q6ZNJ1	Neurobeachin-like protein 2	Q6ZNJ1;Q6ZNJ1-2;Q6ZNJ1-3;H0Y764;H7C408;H7C3Y7	NBEAL2	2.983522791	0.004925564
Q7Z3C6	Autophagy-related protein 9A	Q7Z3C6;Q7Z3C6-2;H7C152;Q7Z3C6-3;C9JS65;C9JFV2;F2Z3I6;C9JX27;C9JD65;C9IYZ9;C9JKV7;C9JDK4;C9JXG2;H7C1G6	ATG9A	3.905201755	0.000917088
Q7Z434	Mitochondrial antiviral-signaling protein	Q7Z434;Q7Z434-4;Q7Z434-5;Q7Z434-2	MAVS	2.5205659	0.011887816
Q7Z4F1	Low-density lipoprotein receptor-related protein 10	Q7Z4F1;H0YHW7;Q7Z4F1-2	LRP10	4.344008999	0.000402297
Q7Z4W1	L-xylulose reductase	Q7Z4W1	DCXR	3.012157463	0.004672112
Q7Z6Z7-2	E3 ubiquitin-protein ligase HUWE1	Q7Z6Z7-2;Q7Z6Z7-3;Q7Z6Z7;H0Y659	HUWE1	2.141918649	0.024010653
Q86SX6	Glutaredoxin-related protein 5, mitochondrial	Q86SX6	GLRX5	3.817929725	0.001086026
Q86T03	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	Q86T03;Q86T03-2	TMEM55B	4.638223455	0.000228895
Q86WV1	Src kinase-associated phosphoprotein 1	Q86WV1;Q86WV1-2;J3KS83;J3QRG3;J3QKX8	SKAP1	2.213375126	0.021302625
Q86Y82	Syntaxin-12	Q86Y82;B1AJQ6	STX12	5.064576299	0.00010325
Q86YV0	RAS protein activator like-3	Q86YV0;Q86YV0-2;V9GYD1;M0QX12	RASAL3	2.174144097	0.02259252
Q8IV04	Carabin	Q8IV04;E9PSB7;Q8IV04-2	TBC1D10C	4.542809059	0.000279326
Q8IX19	Mast cell-expressed membrane protein 1	Q8IX19;M0QYG6;M0R0S5	MCEMP1	8.037313297	5.97e-07
Q8IYJ3-2	Synaptotagmin-like protein 1	Q8IYJ3-2;Q8IYJ3;A0A087X1N4	SYTL1	5.069989032	0.000102646
Q8N370-4	Large neutral amino acids transporter small subunit 4	Q8N370-4;Q8N370-2;Q8N370;Q8N370-3	SLC43A2	1.858066729	0.040988545
Q8N5K1	CDGSH iron-sulfur domain-containing protein 2	Q8N5K1;D6RCF4;I3L1N9	CISD2	7.798776135	9.65e-07
Q8N961-2	Ankyrin repeat and BTB/POZ domain-containing protein 2	Q8N961-2;Q8N961	ABTB2	2.404637026	0.014819295
Q8NBJ4-2	Golgi membrane protein 1	Q8NBJ4-2;Q8NBJ4	GOLM1	0.178978872	0.766659199
Q8NBS9-2	Thioredoxin domain-containing protein 5	Q8NBS9-2;Q8NBS9	TXNDC5	2.348421619	0.016393021
Q8NBX0	Saccharopine dehydrogenase-like oxidoreductase	Q8NBX0	SCCPDH	5.617477516	3.99e-05
Q8NCI6-2		Q8NCI6-2		5.899281528	2.42e-05
Q8NE71	ATP-binding cassette sub-family F member 1	Q8NE71;Q8NE71-2;H0YGW7;A0A0G2JIC2	ABCF1	3.462293406	0.00210061
Q8NF50-4	Dedicator of cytokinesis protein 8	Q8NF50-4;Q8NF50-3;Q8NF50-2;Q8NF50;A2A369;E9PDJ4;C9J7A3;A2A370;C9J613	DOCK8	6.91094785	4.06e-06
Q8NFU3-3	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1	Q8NFU3-3;Q8NFU3;Q8NFU3-4	TSTD1	0.037771322	0.953384795
Q8NG06	E3 ubiquitin-protein ligase TRIM58	Q8NG06	TRIM58	10.47949288	1.01e-08
Q8TC12	Retinol dehydrogenase 11	Q8TC12;G3V2G6;Q8TC12-3;Q8TC12-2;H0YIZ8;G3V234	RDH11	2.463550226	0.013254772
Q8TCT0-2	Ceramide kinase	Q8TCT0-2;Q8TCT0	CERK	2.938968355	0.005346327
Q8TD57-3	Dynein heavy chain 3, axonemal	Q8TD57-3;Q8TD57	DNAH3	4.10415721	0.000636752
Q8TDI0	Chromodomain-helicase-DNA-binding protein 5	Q8TDI0	CHD5	3.198528807	0.003363426
Q8TF42	Ubiquitin-associated and SH3 domain-containing protein B	Q8TF42	UBASH3B	1.327477663	0.107356759
Q8WUD1	Ras-related protein Rab-2B	Q8WUD1;Q8WUD1-2	RAB2B	0.159270766	0.793073208
Q8WVM8-2	Sec1 family domain-containing protein 1	Q8WVM8-2;Q8WVM8-3;Q8WVM8	SCFD1	8.253568296	4.75e-07
Q8WW22-3	DnaJ homolog subfamily A member 4	Q8WW22-3;Q8WW22;Q8WW22-2	DNAJA4	0.67048115	0.347845983
Q8WWA1-2	Transmembrane protein 40	Q8WWA1-2;Q8WWA1;Q8WWA1-3	TMEM40	2.204437232	0.02158053
Q8WXC6	Myeloma-overexpressed gene 2 protein	Q8WXC6	MYEOV2	4.716345518	0.000196582
Q92508	Piezo-type mechanosensitive ion channel component 1	Q92508;H0YB49;E7EUT2	PIEZO1	4.864892936	0.00014973
Q92556	Engulfment and cell motility protein 1	Q92556;Q92556-3;H7C0S6;H7C0N5;H7C3P3;Q92556-2	ELMO1	4.498468368	0.000302558
Q92608	Dedicator of cytokinesis protein 2	Q92608;E7ERW7;E5RFJ0;F6S220;Q92608-2;H0YB76	DOCK2	5.238180196	7.82e-05
Q92783-2	Signal transducing adapter molecule 1	Q92783-2;Q92783;A6NMU3;C9J1E5;O75886	STAM	6.585579414	6.95e-06
Q92820	Gamma-glutamyl hydrolase	Q92820	GGH	2.182012786	0.02251052
Q92835	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1	Q92835;H0Y5Q9;Q92835-3;Q92835-2	INPP5D	0.972775633	0.202380565
Q92882	Osteoclast-stimulating factor 1	Q92882	OSTF1	2.650874828	0.00928883
Q92900-2	Regulator of nonsense transcripts 1	Q92900-2;Q92900	UPF1	11.18157548	2.4e-09
Q92930	Ras-related protein Rab-8B	Q92930;H0YNE9	RAB8B	0.357386078	0.576801787
Q93008-1	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	Q93008-1;Q93008;O00507-2;O00507	USP9X	6.081600101	1.78e-05
Q93033	Immunoglobulin superfamily member 2	Q93033	CD101	3.209176687	0.003318437
Q93050-3	V-type proton ATPase 116 kDa subunit a isoform 1;V-type proton ATPase subunit a	Q93050-3;Q93050-1;Q93050;B7Z641;B7Z2A9;K7EM24;K7EN36;K7EPG4;F5H1T6;K7ELZ6;K7EQW2;F5H847;F5GX48;K7ENA1;Q13488;Q9HBG4	ATP6V0A1	3.446081735	0.002151719
P01889	HLA class I histocompatibility antigen, B-38 alpha chain;HLA class I histocompatibility antigen, B-39 alpha chain	Q95365;P30475	HLA-B	0.484824694	0.469549661
Q969E2-2	Secretory carrier-associated membrane protein 4	Q969E2-2;Q969E2	SCAMP4	2.178299212	0.022534397
Q969X1	Protein lifeguard 3	Q969X1;C9JEN3;C9IYT2;F8WDY4;C9IZ27;C9JW19;C9JWV9;B4DUD2;B3KSM0	TMBIM1	3.214103116	0.003300479
Q96A65	Exocyst complex component 4	Q96A65	EXOC4	0.801669515	0.278048074
Q96AJ9-1	Vesicle transport through interaction with t-SNAREs homolog 1A	Q96AJ9-1;Q96AJ9	VTI1A	2.992221595	0.004840493
Q96BJ3	Axin interactor, dorsalization-associated protein	Q96BJ3;Q96BJ3-3;Q96BJ3-2	AIDA	2.497791786	0.012367226
Q9NVJ2	ADP-ribosylation factor-like protein 8B;ADP-ribosylation factor-like protein 8A	Q9NVJ2;Q96BM9	ARL8B	7.471794348	1.58e-06
Q96C19	EF-hand domain-containing protein D2	Q96C19;H0Y4Y4;A0A087X1Z2;Q9BUP0-2;Q9BUP0;C9JTV4;Q8WYH2	EFHD2	2.038039611	0.029371221
Q96CS4	Zinc finger protein 689	Q96CS4	ZNF689	1.578170639	0.068634819
Q96CV9-3	Optineurin	Q96CV9-3;Q96CV9-2;Q96CV9;H7C1H4	OPTN	5.802090488	2.84e-05
Q96E17	Ras-related protein Rab-3C	Q96E17	RAB3C	2.42354703	0.014276371
Q96EC8	Protein YIPF6	Q96EC8	YIPF6	2.321326769	0.017309298
Q96IX5	Up-regulated during skeletal muscle growth protein 5	Q96IX5	USMG5	7.204414567	2.47e-06
Q96JJ7	Protein disulfide-isomerase TMX3	Q96JJ7;Q96JJ7-2	TMX3	0.653652412	0.357749287
S4R3V7	Transmembrane protein 56	S4R3V7;S4R434;Q96MV1	TMEM56-RWDD3	2.88383807	0.005914457
Q96NA2	Rab-interacting lysosomal protein	Q96NA2	RILP	2.290525623	0.018398244
Q96PD5	N-acetylmuramoyl-L-alanine amidase	Q96PD5;Q96PD5-2;M0R2W8	PGLYRP2	2.38000499	0.015555542
Q96PL5	Erythroid membrane-associated protein	Q96PL5;X6R4N5	ERMAP	2.746001425	0.007671829
Q96RF0-2		Q96RF0-2		0.040108939	0.951007917
Q96RI0	Proteinase-activated receptor 4	Q96RI0	F2RL3	2.866996533	0.006077417
Q96RT1-7	Protein LAP2	Q96RT1-7;Q96RT1-6;Q96RT1-4;Q96RT1-5;Q96RT1-3;Q96RT1-9;Q96RT1-2;Q96RT1;Q96RT1-8;B4DIP2	ERBB2IP	2.90606217	0.005680214
Q96S97	Myeloid-associated differentiation marker	Q96S97;C9JJV6;C9JZL8;C9J5M0;C9JC07	MYADM	1.967477837	0.033721674
Q96TA1-2	Niban-like protein 1	Q96TA1-2;Q96TA1	FAM129B	2.021674184	0.030180322
Q96TC7	Regulator of microtubule dynamics protein 3	Q96TC7;H0YLG5;H0YNE5;H0YMB1;Q96TC7-2	RMDN3	2.182715698	0.02251052
Q99714	3-hydroxyacyl-CoA dehydrogenase type-2	Q99714;Q99714-2;Q5H928	HSD17B10	3.057378179	0.004359641
Q99805	Transmembrane 9 superfamily member 2	Q99805	TM9SF2	1.114636897	0.158026448
Q99808	Equilibrative nucleoside transporter 1	Q99808;Q99808-2	SLC29A1	1.936581182	0.035717146
Q99961	Endophilin-A2	Q99961;M0QYE0;M0R0I3;Q99961-3;Q99961-2;Q99962	SH3GL1	2.663061768	0.009094083
Q9BRF8	Serine/threonine-protein phosphatase CPPED1	Q9BRF8;Q9BRF8-3;Q9BRF8-2	CPPED1	1.530616898	0.07558484
Q9BS26	Endoplasmic reticulum resident protein 44	Q9BS26	ERP44	2.268881491	0.019187021
Q9BSJ8	Extended synaptotagmin-1	Q9BSJ8;Q9BSJ8-2	ESYT1	7.42184728	1.72e-06
Q9BTU6	Phosphatidylinositol 4-kinase type 2-alpha	Q9BTU6;E9PAM4	PI4K2A	6.196124857	1.51e-05
Q9BX67-2	Junctional adhesion molecule C	Q9BX67-2;Q9BX67	JAM3	0.666839064	0.349549642
Q9BX68	Histidine triad nucleotide-binding protein 2, mitochondrial	Q9BX68	HINT2	5.319437456	6.77e-05
Q9BX97	Plasmalemma vesicle-associated protein	Q9BX97	PLVAP	3.600043703	0.001633459
Q9BY12-3	S phase cyclin A-associated protein in the endoplasmic reticulum	Q9BY12-3;Q9BY12-2;Q9BY12	SCAPER	2.363787989	0.016016103
Q9BZQ8	Protein Niban	Q9BZQ8	FAM129A	5.807484579	2.84e-05
Q9H1C7	Cysteine-rich and transmembrane domain-containing protein 1	Q9H1C7	CYSTM1	1.775050616	0.04813773
Q9H2G2-2	STE20-like serine/threonine-protein kinase	Q9H2G2-2;Q9H2G2	SLK	1.21722297	0.130686362
Q9H2K8	Serine/threonine-protein kinase TAO3	Q9H2K8;G3V1Q8;F5GWV8;F5H5C7	TAOK3	1.235711894	0.126135139
